Slug	Name	Dimension	Granularity	Function_name	Formalization_latex	Formalization_fp	Description_fp
overhead-cost-case-granularity-c-c	Overhead Cost (case granularity)	C	C	"\(\mathit{OC}\mathit{^{\times}}(c)\) 
\newline \newline \(\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}\)"	"\(\sum _{i \in \mathit{inst}(c), \mathit{act}(i) \notin \mathit{DCl}} \mathit{TC}\mathit{^{\times}}(i)\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}$. If $\mathit{\times} = \mathit{sgl}$, then the function considers single events of activity instances for cost calculations, i.e., it uses $\mathit{TC}\mathit{^{sgl}}$; if $\mathit{\times} = \mathit{sum}$, then the function considers the sum of all events of activity instances for cost calculations, i.e., it uses $\mathit{TC}\mathit{^{sum}}$."	\(\sum _{i \in \mathit{inst}(c), \mathit{act}(i) \notin \mathit{DCl}} \mathit{TC}(i)\)	"\(\mathit{inst}(c)\) returns the set of all activity instances in case \(c\).
\newline \(\mathit{act}(i)\) returns the activity of activity instance \(i\).
\newline \(\mathit{DCl}\) returns the set of direct cost activities.
\newline \(\mathit{TC}(i)\) returns the total cost of activity instance \(i\). \\"
overhead-cost-group-of-cases-granularity-c-g	Overhead Cost (group of cases granularity)	C	G	"\(\mathit{OC}\mathit{^{\times}}(g)\) 
\newline \newline \(\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}\)"	"\(\sum _{c \in g} \mathit{OC}\mathit{^{\times}}(c)\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}$. If $\mathit{\times} = \mathit{sgl}$, then the function considers single events of activity instances for cost calculations, i.e., it uses $\mathit{OC}\mathit{^{sgl}}$; if $\mathit{\times} = \mathit{sum}$, then the function considers the sum of all events of activity instances for cost calculations, i.e., it uses $\mathit{OC}\mathit{^{sum}}$."	\(\sum _{c \in g} \mathit{OC}(c)\)	\(\mathit{OC}(c)\) returns the overhead cost for case \(c\). \\
repeatability-case-granularity-q-c	Repeatability (case granularity)	Q	C	\(\mathit{Rep}(c)\)	\(1 - \frac{\mathit{A}(c)}{\mathit{I}(c)}\)	\(1 - \frac{\mathit{A}(c)}{\mathit{I}(c)}\)	"\(\mathit{A}(c)\) returns the number of unique activities in case \(c\).
\newline \(\mathit{I}(c)\) returns the total number of activity instances in case \(c\). \\"
repeatability-group-of-cases-granularity-q-g	Repeatability (group of cases granularity)	Q	G	\(\mathit{Rep}(g)\)	\(1 - \frac{\mathit{A}(g)}{\mathit{I}(g)}\)	\(1 - \frac{\mathit{A}(g)}{\mathit{I}(g)}\)	"\(\mathit{A}(g)\) returns the number of unique activities in group \(g\).
\newline \(\mathit{I}(g)\) returns the total number of activity instances in group \(g\). \\"
resource-count-activity-granularity-c-a	Resource count (activity granularity)	C	A	\(\mathit{R}(a)\)	\(|\mathit{res}(a)|\)	\(\mathit{count}(\mathit{res}(a))\)	$\mathit{res}(a)$ returns the set of resources used for activity $a$ in the event log. \\
resource-count-case-granularity-c-c	Resource count (case granularity)	C	C	\(\mathit{R}(c)\)	\(|\mathit{res}(c)|\)	\(\mathit{count}(\mathit{res}(c))\)	$\mathit{res}(c)$ returns the set of resources used in case $c$. \\
resource-count-group-of-cases-granularity-c-g	Resource count (group of cases granularity)	C	G	\(\mathit{R}(g)\)	\(|\cup_{c \in g} \mathit{res}(c)|\)	\(\mathit{count}(\cup_{c \in g} \mathit{res}(c))\)	\(\mathit{res}(c)\) returns the set of unique resources involved in case \(c\). \\
resource-count-activity-granularity-g-a	Resource count (activity granularity)	G	A	\(\mathit{R}(a)\)	\(|\mathit{res}(a)|\)	\(\mathit{count}(\mathit{res}(a))\)	$\mathit{res}(a)$ returns the set of resources used for activity $a$ in the event log. \\
resource-count-case-granularity-g-c	Resource count (case granularity)	G	C	\(\mathit{R}(c)\)	\(|\mathit{res}(c)|\)	\(\mathit{count}(\mathit{res}(c))\)	$\mathit{res}(c)$ returns the set of resources used in case $c$. \\
resource-count-group-of-cases-granularity-g-g	Resource count (group of cases granularity)	G	G	\(\mathit{R}(g)\)	\(|\cup_{c \in g} \mathit{res}(c)|\)	\(\mathit{count}(\mathit{res}(g))\)	$\mathit{res}(g)$ returns the set of resources used in group of cases $g$. \\
rework-cost-activity-granularity-c-a	Rework Cost (activity granularity)	C	A	"\(\mathit{RC}\mathit{^{\times}}(a)\)
\newline \newline \(\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}\)"	"\(\mathit{TC}(a) - \sum _{c \in C} \mathit{fitc}\mathit{^{\times}}(c, a)\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}$. If $\mathit{\times} = \mathit{sgl}$, then the function considers single events of activity instances for cost calculations, i.e., it uses $\mathit{fitc}\mathit{^{sgl}}$; if $\mathit{\times} = \mathit{sum}$, then the function considers the sum of all events of activity instances for cost calculations, i.e., it uses $\mathit{fitc}\mathit{^{sum}}$."	\(\mathit{TC}(a) - \sum _{c \in C} \mathit{fitc}(c, a)\)	"\(\mathit{TC}(a)\) returns the total cost of activity \(a\).
\newline \(\mathit{fitc}\) returns the cost of the first instance of activity \(a\) in case \(c\). \\"
rework-cost-case-granularity-c-c	Rework Cost (case granularity)	C	C	"\(\mathit{RC}\mathit{^{\times}}(c)\)
\newline \newline \(\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}\)"	"\(\mathit{TC}(c) - \sum _{a \in A} \mathit{fitc}\mathit{^{\times}}(c, a)\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}$. If $\mathit{\times} = \mathit{sgl}$, then the function considers single events of activity instances for cost calculations, i.e., it uses $\mathit{fitc}\mathit{^{sgl}}$; if $\mathit{\times} = \mathit{sum}$, then the function considers the sum of all events of activity instances for cost calculations, i.e., it uses $\mathit{fitc}\mathit{^{sum}}$."	\(\mathit{TC}(c) - \sum _{a \in A} \mathit{fitc}(c, a)\)	"\(\mathit{TC}(c)\) returns the total cost of case \(c\).
\newline \(\mathit{fitc}\) returns the cost of the first instance of activity \(a\) in case \(c\). \\"
rework-cost-group-of-cases-granularity-c-g	Rework Cost (group of cases granularity)	C	G	"\(\mathit{RC}\mathit{^{\times}}(g)\)
\newline \newline \(\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}\)"	"\(\sum _{c \in g} \mathit{RC}\mathit{^{\times}}(c)\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}$. If $\mathit{\times} = \mathit{sgl}$, then the function considers single events of activity instances for cost calculations, i.e., it uses $\mathit{RC}\mathit{^{sgl}}$; if $\mathit{\times} = \mathit{sum}$, then the function considers the sum of all events of activity instances for cost calculations, i.e., it uses $\mathit{RC}\mathit{^{sum}}$."	\(\sum _{c \in g} \mathit{RC}(c)\)	\(\mathit{RC}(c)\) returns the rework cost for case \(c\). \\
rework-count-activity-granularity-c-a	Rework Count (activity granularity)	C	A	\(\mathit{RewC}(a)\)	\(\sum _{c \in C} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\sum _{c \in C} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\mathit{count}(c, a)\) returns the number of instances of activity \(a\) in case \(c\). \\
rework-count-case-granularity-c-c	Rework Count (case granularity)	C	C	\(\mathit{RewC}(c)\)	\(\sum _{a \in A} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\sum _{a \in A} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\mathit{count}(c, a)\) returns the number of instances of activity \(a\) in case \(c\). \\
rework-count-group-of-cases-granularity-c-g	Rework Count (group of cases granularity)	C	G	\(\mathit{RewC}(g)\)	\(\sum _{c \in g} \mathit{RewC}(c)\)	\(\sum _{c \in g} \mathit{RewC}(c)\)	\(\mathit{RewC}(c)\) returns the rework count for case \(c\). \\
rework-count-activity-granularity-q-a	Rework Count (activity granularity)	Q	A	\(\mathit{RewC}(a)\)	\(\sum _{c \in C} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\sum _{c \in C} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\mathit{count}(c, a)\) returns the number of instances of activity \(a\) in case \(c\). \\
rework-count-case-granularity-q-c	Rework Count (case granularity)	Q	C	\(\mathit{RewC}(c)\)	\(\sum _{a \in A} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\sum _{a \in A} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\mathit{count}(c, a)\) returns the number of instances of activity \(a\) in case \(c\). \\
rework-count-group-of-cases-granularity-q-g	Rework Count (group of cases granularity)	Q	G	\(\mathit{RewC}(g)\)	\(\sum _{c \in g} \mathit{RewC}(c)\)	\(\sum _{c \in g} \mathit{RewC}(c)\)	\(\mathit{RewC}(c)\) returns the rework count for case \(c\). \\
rework-count-by-value-activity-granularity-q-a	Rework Count by Value (activity granularity)	Q	A	\(\mathit{RewCV}(a, \mathit{val})\)	\(\sum _{c \in C} \mathit{max}(0, \mathit{count}(c, a) - \mathit{val})\)	\(\sum _{c \in C} \mathit{max}(0, \mathit{count}(c, a) - \mathit{val})\)	\(\mathit{count}(c, a)\) returns the number of instances of activity \(a\) in case \(c\). \\
rework-count-by-value-case-granularity-q-c	Rework Count by Value (case granularity)	Q	C	\(\mathit{RewCV}(c, \mathit{val})\)	\(\sum _{a \in A} \mathit{max}(0, \mathit{count}(c, a) - \mathit{val})\)	\(\sum _{a \in A} \mathit{max}(0, \mathit{count}(c, a) - \mathit{val})\)	\(\mathit{count}(c, a)\) returns the number of instances of activity \(a\) in case \(c\). \\
rework-count-by-value-group-of-cases-granularity-q-g	Rework Count by Value (group of cases granularity)	Q	G	\(\mathit{RewCV}(g, \mathit{val})\)	\(\sum _{c \in g} \mathit{RewCV}(c, \mathit{val})\)	\(\sum _{c \in g} \mathit{RewCV}(c, \mathit{val})\)	\(\mathit{RewCV}(c, \mathit{val})\) returns the rework count by value \(\mathit{val}\) for case \(c\). \\
rework-of-activities-subset-case-granularity-q-c	Rework of activities Subset (case granularity)	Q	C	\(\mathit{RewSub}(c, \mathit{sub})\)	\(\sum _{a \in \mathit{sub}} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\sum _{a \in \mathit{sub}} \mathit{max}(0, \mathit{count}(c, a) - 1)\)	\(\mathit{count}(c, a)\) returns the number of instances of activity \(a\) in case \(c\). \\
rework-of-activities-subset-group-of-cases-granularity-q-g	Rework of activities Subset (group of cases granularity)	Q	G	\(\mathit{RewSub}(g, \mathit{sub})\)	\(\sum _{c \in g} \mathit{RewSub}(c, \mathit{sub})\)	\(\sum _{c \in g} \mathit{RewSub}(c, \mathit{sub})\)	\(\mathit{RewSub}(c, \mathit{sub})\) returns the rework count for subset \(\mathit{sub}\) in case \(c\). \\
rework-percentage-activity-granularity-c-a	Rework Percentage (activity granularity)	C	A	\(\mathit{RewP}(a)\)	\(\frac{\mathit{RewC}(a)}{\mathit{I}(a)}\)	\(\frac{\mathit{RewC}(a)}{\mathit{I}(a)}\)	"\(\mathit{RewC}(a)\) returns the rework count for activity \(a\).
\newline \(\mathit{I}(a)\) returns the number of instances of activity \(a\). \\"
rework-percentage-case-granularity-c-c	Rework Percentage (case granularity)	C	C	\(\mathit{RewP}(c)\)	\(\frac{\mathit{RewC}(c)}{\mathit{I}(c)}\)	\(\frac{\mathit{RewC}(c)}{\mathit{I}(c)}\)	"\(\mathit{RewC}(c)\) returns the rework count for case \(c\).
\newline \(\mathit{I}(c)\) returns the total number of activity instances in case \(c\). \\"
rework-percentage-group-of-cases-granularity-c-g	Rework Percentage (group of cases granularity)	C	G	\(\mathit{RewP}(g)\)	\(\frac{\mathit{RewC}(g)}{\mathit{I}(g)}\)	\(\frac{\mathit{RewC}(g)}{\mathit{I}(g)}\)	"\(\mathit{RewC}(g)\) returns the rework count for group \(g\).
\newline \(\mathit{I}(g)\) returns the total number of activity instances in group \(g\). \\"
rework-percentage-activity-granularity-q-a	Rework Percentage (activity granularity)	Q	A	\(\mathit{RewP}(a)\)	\(\frac{\mathit{RewC}(a)}{\mathit{I}(a)}\)	\(\frac{\mathit{RewC}(a)}{\mathit{I}(a)}\)	"\(\mathit{RewC}(a)\) returns the rework count for activity \(a\).
\newline \(\mathit{I}(a)\) returns the total number of instances of activity \(a\). \\"
rework-percentage-case-granularity-q-c	Rework Percentage (case granularity)	Q	C	\(\mathit{RewP}(c)\)	\(\frac{\mathit{RewC}(c)}{\mathit{I}(c)}\)	\(\frac{\mathit{RewC}(c)}{\mathit{I}(c)}\)	"\(\mathit{RewC}(c)\) returns the rework count for case \(c\).
\newline \(\mathit{I}(c)\) returns the total number of activity instances in case \(c\). \\"
rework-percentage-group-of-cases-granularity-q-g	Rework Percentage (group of cases granularity)	Q	G	\(\mathit{RewP}(g)\)	\(\frac{\mathit{RewC}(g)}{\mathit{I}(g)}\)	\(\frac{\mathit{RewC}(g)}{\mathit{I}(g)}\)	"\(\mathit{RewC}(g)\) returns the total rework count for group \(g\).
\newline \(\mathit{I}(g)\) returns the total number of activity instances in group \(g\). \\"
rework-percentage-by-value-activity-granularity-q-a	Rework Percentage by Value (activity granularity)	Q	A	\(\mathit{RewPV}(a, \mathit{val})\)	\(\frac{\mathit{RewCV}(a, \mathit{val})}{\mathit{I}(a)}\)	\(\frac{\mathit{RewCV}(a, \mathit{val})}{\mathit{I}(a)}\)	"\(\mathit{RewCV}(a, \mathit{val})\) returns the rework count by value \(\mathit{val}\) for activity \(a\).
\newline \(\mathit{I}(a)\) returns the total number of instances of activity \(a\). \\"
rework-percentage-by-value-case-granularity-q-c	Rework Percentage by Value (case granularity)	Q	C	\(\mathit{RewPV}(c, \mathit{val})\)	\(\frac{\mathit{RewCV}(c, \mathit{val})}{\mathit{I}(c)}\)	\(\frac{\mathit{RewCV}(c, \mathit{val})}{\mathit{I}(c)}\)	"\(\mathit{RewCV}(c, \mathit{val})\) returns the rework count by value \(\mathit{val}\) for case \(c\).
\newline \(\mathit{I}(c)\) returns the total number of activity instances in case \(c\). \\"
rework-percentage-by-value-group-of-cases-granularity-q-g	Rework Percentage by Value (group of cases granularity)	Q	G	\(\mathit{RewPV}(g, \mathit{val})\)	\(\frac{\mathit{RewCV}(g, \mathit{val})}{\mathit{I}(g)}\)	\(\frac{\mathit{RewCV}(g, \mathit{val})}{\mathit{I}(g)}\)	"\(\mathit{RewCV}(g, \mathit{val})\) returns the rework count by value \(\mathit{val}\) for group \(g\).
\newline \(\mathit{I}(g)\) returns the total number of activity instances in group \(g\). \\"
rework-time-activity-granularity-q-a	Rework Time (activity granularity)	Q	A	\(\mathit{RT}(a)\)	\(\mathit{LT}(a) - \sum _{c \in C} \mathit{filt}(c, a)\)	\(\mathit{LT}(a) - \sum _{c \in C} \mathit{filt}(c, a)\)	"\(\mathit{LT}(a)\) returns the total lead time of activity \(a\).
\newline \(\mathit{filt}(c, a)\) returns the lead time of the first instance of activity \(a\) in case \(c\). \\"
rework-time-case-granularity-q-c	Rework Time (case granularity)	Q	C	\(\mathit{RT}(c)\)	\(\mathit{LT}(c) - \sum _{a \in A} \mathit{filt}(c, a)\)	\(\mathit{LT}(c) - \sum _{a \in A} \mathit{filt}(c, a)\)	"\(\mathit{LT}(c)\) returns the total lead time of case \(c\).
\newline \(\mathit{filt}(c, a)\) returns the lead time of the first instance of activity \(a\) in case \(c\). \\"
rework-time-group-of-cases-granularity-q-g	Rework Time (group of cases granularity)	Q	G	\(\mathit{RT}(g)\)	\(\sum _{c \in g} \mathit{RT}(c)\)	\(\sum _{c \in g} \mathit{RT}(c)\)	\(\mathit{RT}(c)\) returns the rework time for case \(c\). \\
role-and-variant-count-ratio-group-of-cases-granularity-f-g	Role and Variant count Ratio (group of cases granularity)	F	G	\(\mathit{RoleVR}(g)\)	\(\frac{\mathit{Role}(g)}{\mathit{V}(g)}\)	\(\frac{\mathit{Role}(g)}{\mathit{V}(g)}\)	"\(\mathit{Role}(g)\) returns the number of unique roles involved in group \(g\).
\newline \(\mathit{V}(g)\) returns the number of unique variants in group \(g\). \\"
role-count-case-granularity-f-c	Role count (case granularity)	F	C	\(\mathit{Role}(c)\)	\(|\mathit{role}(c)|\)	\(\mathit{count}(\mathit{role}(c))\)	\(\mathit{role}(c)\) returns the set of unique roles involved in case \(c\). \\
role-count-group-of-cases-granularity-f-g	Role count (group of cases granularity)	F	G	\(\mathit{Role}(g)\)	\(|\cup_{c \in g} \mathit{role}(c)|\)	\(\mathit{count}(\cup_{c \in g} \mathit{role}(c))\)	\(\mathit{role}(c)\) returns the set of unique roles involved in case \(c\). \\
role-count-case-granularity-g-c	Role count (case granularity)	G	C	\(\mathit{Role}(c)\)	\(|\mathit{role}(c)|\)	\(\mathit{count}(\mathit{role}(c))\)	$\mathit{role}(c)$ returns all roles involved in case $c$. \\
role-count-group-of-cases-granularity-g-g	Role count (group of cases granularity)	G	G	\(\mathit{Role}(g)\)	\(|\cup_{c \in g} \mathit{role}(c)|\)	\(\mathit{count}(\mathit{role}(g))\)	$\mathit{role}(g)$ returns the set of roles involved in group of cases \(g\). \\
service-and-lead-time-ratio-activity-granularity-t-a	Service and Lead Time Ratio (activity granularity)	T	A	\(\mathit{SLTR}(a)\)	\(\frac{\mathit{ST}(a)}{\mathit{LT}(a)}\)	\(\frac{\mathit{ST}(a)}{\mathit{LT}(a)}\)	"\(\mathit{ST}(a)\) returns the total service time accumulated across all instances of activity \(a\).
\newline \(\mathit{LT}(a)\) returns the total lead time of activity \(a\). \\"
service-and-lead-time-ratio-case-granularity-t-c	Service and Lead Time Ratio (case granularity)	T	C	\(\mathit{SLTR}(c)\)	\(\frac{\mathit{ST}(c)}{\mathit{LT}(c)}\)	\(\frac{\mathit{ST}(c)}{\mathit{LT}(c)}\)	"\(\mathit{ST}(c)\) returns the total service time of case \(c\).
\newline \(\mathit{LT}(c)\) returns the total lead time of case \(c\). \\"
service-and-lead-time-ratio-group-of-cases-granularity-t-g	Service and Lead Time Ratio (group of cases granularity)	T	G	\(\mathit{SLTR}(g)\)	\(\frac{\mathit{ST}(g)}{\mathit{LT}(g)}\)	\(\frac{\mathit{ST}(g)}{\mathit{LT}(g)}\)	"\(\mathit{ST}(g)\) returns the total service time accumulated across all cases in group \(g\).
\newline \(\mathit{LT}(g)\) returns the total lead time accumulated across all cases in group \(g\). \\"
service-and-lead-time-ratio-activity-instance-granularity-t-i	Service and Lead Time Ratio (activity instance granularity)	T	I	\(\mathit{SLTR}(i)\)	\(\frac{\mathit{ST}(i)}{\mathit{LT}(i)}\)	\(\frac{\mathit{ST}(i)}{\mathit{LT}(i)}\)	"\(\mathit{ST}(i)\) returns the service time of activity instance \(i\).
\newline \(\mathit{LT}(i)\) returns the lead time of activity instance \(i\). \\"
service-time-activity-granularity-t-a	Service Time (activity granularity)	T	A	\(\mathit{ST}(a)\)	\(\sum _{i \in \mathit{inst}(a)} \mathit{ST}(i)\)	\(\sum _{i \in \mathit{inst}(a)} \mathit{ST}(i)\)	"\(\mathit{inst}(a)\) returns the set of all instances of activity \(a\).
\newline \(\mathit{ST}(i)\) returns the service time of activity instance \(i\). \\"
service-time-case-granularity-t-c	Service Time (case granularity)	T	C	\(\mathit{ST}(c)\)	\(\sum _{i \in \mathit{inst}(c)} \mathit{ST}(i)\)	\(\sum _{i \in \mathit{inst}(c)} \mathit{ST}(i)\)	"\(\mathit{inst}(c)\) returns the set of all activity instances in case \(c\).
\newline \(\mathit{ST}(i)\) returns the service time of activity instance \(i\). \\"
service-time-group-of-cases-granularity-t-g	Service Time (group of cases granularity)	T	G	\(\mathit{ST}(g)\)	\(\sum _{c \in g} \mathit{ST}(c)\)	\(\sum _{c \in g} \mathit{ST}(c)\)	\(\mathit{ST}(c)\) returns the total service time of case \(c\). \\
service-time-activity-instance-granularity-t-i	Service Time (activity instance granularity)	T	I	\(\mathit{ST}(i)\)	\(\mathit{ctime}(i) - \mathit{stime}(i)\)	\(\mathit{ctime}(i) - \mathit{stime}(i)\)	"\(\mathit{ctime}(i)\) returns the completion timestamp of activity instance \(i\).
\newline \(\mathit{stime}(i)\) returns the start timestamp of activity instance \(i\). \\"
